rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
85	group_834	gene_presence_absence	group_834	Lichenan-specific phosphotransferase enzyme IIA component	37	50	0.7400	50	50	1.0000	Controls	-3.6	0.0275028	0.00158426	0.477448	0.001584-0.4774	2.51e-05		12.7846	Panaroo/Bakta+GenBank		HMPREF0351_RS01550-like (group_834)	group_834 | HMPREF0351_RS01550 | medium confidence	PTS lactose/cellobiose transporter subunit IIA	Medium-confidence locus-level GenBank rescue.	identity=99.37; coverage=65.41	HMPREF0351_RS01550		PTS lactose/cellobiose transporter subunit IIA	314323..314640	nucleotide_similarity	99.37	65.41	medium	matched_representative_sequence=group_834	AAEDFP_00855;AKJFEH_02619;BFAOAP_02894;BIDKHD_01841;BJIIEG_00678;BJKGBB_02469;BNFCCO_01205;BODMBB_02626;BOPMCK_02527;BPDKHC_02440;CDPMCH_02659;CHGPCO_01752;CMDIKE_01971;CMNCGK_02555;COMFNP_00666;DAGLGK_00171;DAGPJG_00165;DEFBHI_02317;DFLILH_02100;DHOPGE_00291;DJAJGG_02592;DNAMMH_00629;DNHFDD_00352;DPGNPC_01201;EBMNDJ_01069;EDPIJB_02540;EJLAKB_01122;FABDMP_01124;FAEPFC_01254;FBIILI_01251
86	gmuD	gene_presence_absence	;gmuD	hypothetical protein;6-phospho-beta-glucosidase gmuD	37	50	0.7400	50	50	1.0000	Controls	-3.6	0.0275028	0.00158426	0.477448	0.001584-0.4774	2.51e-05		12.7846	Panaroo/Bakta+GenBank		;gmuD	gmuD | HMPREF0351_RS01540 | none confidence	glycoside hydrolase family 1 protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=94.56; coverage=7.77	HMPREF0351_RS01540		glycoside hydrolase family 1 protein	312098..313513	nucleotide_similarity	94.56	7.77	none	matched_representative_sequence=gmuD	AAEDFP_00853;AKJFEH_02312;BFAOAP_02896;BIDKHD_01656;BJIIEG_00676;BJKGBB_02298;BNFCCO_01203;BODMBB_02932;BOPMCK_01788;BOPMCK_02846;BPDKHC_02246;CDPMCH_02402;CHGPCO_01754;CMDIKE_01969;CMNCGK_02338;COMFNP_00664;DAGLGK_00173;DAGPJG_00163;DEFBHI_02315;DFLILH_02102;DHOPGE_00293;DJAJGG_02892;DNAMMH_00627;DNHFDD_00350;DPGNPC_01199;EBMNDJ_01071;EDPIJB_02229;EJLAKB_01120;FABDMP_01122;FAEPFC_01252
87	group_3276	gene_presence_absence	rpsF	Resolvase	13	50	0.2600	0	50	0.0000	Cases	3.56	36.36	2.09447	631.209	2.094-631.2	2.55e-05		12.7777	Panaroo/Bakta+GenBank		rpsF	group_3276 | HMPREF0351_RS00035 | none confidence	30S ribosomal protein S6	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.42; coverage=1.60	HMPREF0351_RS00035	rpsF	30S ribosomal protein S6	8985..9284	nucleotide_similarity	35.42	1.60	none	matched_representative_sequence=group_3276	EAHGHC_02519;EBMNDJ_02631;EMDJIL_02470;FNLDHP_02744;GCGADK_02809;HOGLGD_02601;KFIHCG_02588;LKPDJB_02394;NJLMCP_02699;ODBCAF_02635;ODHHNB_02739;OOIKMG_02610;PDKMDO_02787
88	group_3410	gene_presence_absence	rplI	50S ribosomal protein L9	0	50	0.0000	12	50	0.2400	Controls	-3.87	0.030495	0.00175046	0.53126	0.00175-0.5313	1.81e-05		12.7776	Panaroo/Bakta+GenBank		rplI	group_3410 | HMPREF0351_RS00055 | none confidence	50S ribosomal protein L9	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=43.55; coverage=1.94	HMPREF0351_RS00055	rplI	50S ribosomal protein L9	12230..12682	nucleotide_similarity	43.55	1.94	none	matched_representative_sequence=group_3410	CDPMCH_01834;DHOPGE_01521;DNHFDD_01777;HKAALB_01889;JAOBDG_01166;MFDKLE_01696;NBICIC_01556;NHJIOO_01615;NPNGCM_01728;OFKADD_01705;PCBIPO_01699;PDOPEE_01755
89	group_3894	gene_presence_absence	group_3894	HTH asnC-type domain-containing protein	5	50	0.1000	24	50	0.4800	Controls	-3.3	0.130747	0.046145	0.370457	0.04614-0.3705	2.07e-07		12.6192	Panaroo/Bakta+GenBank		group_3894	group_3894 | HMPREF0351_RS01510 | none confidence	glycosyltransferase family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=30.50; coverage=7.23	HMPREF0351_RS01510		glycosyltransferase family protein	304524..305930	nucleotide_similarity	30.50	7.23	none	matched_representative_sequence=group_3894	AAEDFP_00580;BFAOAP_00109;BIDKHD_00682;BNFCCO_01312;DAGPJG_01848;DHOPGE_00212;DNAMMH_03005;DNHFDD_00109;EJLAKB_01153;FABDMP_01955;FBIILI_02824;FMBLNF_01919;GEMMFG_01799;GJOFNM_00753;HKAALB_02137;IGDGNK_00883;JABKKB_00779;JAOBDG_00876;JFOMPD_00680;KAOGPO_02017;MBMNML_00746;MFDKLE_00223;NBBOMM_01555;NBICIC_00639;NPDFDF_01329;NPNGCM_00100;OFKADD_00621;PCBIPO_00223;PDOPEE_00571
90	group_4457	gene_presence_absence	group_4457	Transposase IS116/IS110/IS902 family	0	50	0.0000	11	50	0.2200	Controls	-3.98	0.0340077	0.00194385	0.594968	0.001944-0.595	2.89e-05		12.4171	Panaroo/Bakta+GenBank		group_4457	group_4457 | HMPREF0351_RS00115 | none confidence	acyltransferase domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=38.25; coverage=2.25	HMPREF0351_RS00115		acyltransferase domain-containing protein	27767..28645	nucleotide_similarity	38.25	2.25	none	matched_representative_sequence=group_4457	BFAOAP_03110;DHOPGE_03086;DNHFDD_03045;JAOBDG_02873;KAOGPO_03084;MFDKLE_02965;NBICIC_02896;NHJIOO_02889;OFKADD_03010;PCBIPO_02991;PDOPEE_03163
91	group_619	gene_presence_absence	group_619	Group II intron reverse transcriptase/maturase	12	50	0.2400	0	50	0.0000	Cases	3.5	32.7922	1.88232	571.28	1.882-571.3	5.89e-05		12.2652	Panaroo/Bakta+GenBank		group_619	group_619 | HMPREF0351_RS05350 | none confidence	RecQ family ATP-dependent DNA helicase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=21.52; coverage=0.89	HMPREF0351_RS05350		RecQ family ATP-dependent DNA helicase	1092405..1093808	nucleotide_similarity	21.52	0.89	none	matched_representative_sequence=group_619	BBAPLL_01893;BCEGCL_01461;EAHGHC_01854;EMDJIL_01730;FNLDHP_01409;GCGADK_02749;HLAPEO_01943;KFKELN_01810;NBNIPB_02142;ODBCAF_02270;OPKPKN_01899;PDKMDO_02729
92	group_4367	gene_presence_absence	group_4367	DUF4355 domain-containing protein;hypothetical protein	12	50	0.2400	0	50	0.0000	Cases	3.45	32.7922	1.88232	571.28	1.882-571.3	6.67e-05		12.2112	Panaroo/Bakta+GenBank		group_4367	group_4367 | HMPREF0351_RS06650 | none confidence	AbrB/MazE/SpoVT family DNA-bindingdomain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=29.33; coverage=4.13	HMPREF0351_RS06650		AbrB/MazE/SpoVT family DNA-bindingdomain-containing protein	1361813..1362049	nucleotide_similarity	29.33	4.13	none	matched_representative_sequence=group_4367	73_refound_962_pseudo;BBAPLL_02807;CMDIKE_02841;DPGNPC_03047;EAHGHC_02819;EMDJIL_02728;FAEPFC_02933;FIOBDN_02823;FNLDHP_02929;GCGADK_02971;HLAPEO_02832;HOGLGD_02693
93	vanZA	gene_presence_absence	vanZ-A	glycopeptide resistance protein VanZ-A	25	50	0.5000	4	50	0.0800	Cases	2.49	10.3333	3.39702	31.4328	3.397-31.43	1.61e-06		12.1624	Panaroo/Bakta+GenBank		vanZ-A	vanZA | HMPREF0351_RS00105 | none confidence	VanZ family protein	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=33.13; coverage=3.91	HMPREF0351_RS00105		VanZ family protein	complement(25557..26060)	nucleotide_similarity	33.13	3.91	none	matched_representative_sequence=vanZA	DAGPJG_02755;EAHGHC_02515;EBMNDJ_02627;EMDJIL_02474;FIOBDN_02839;FNLDHP_02911;GBBODN_02595;GCGADK_02813;GJOFNM_02702;HOGLGD_02597;JAJEAH_01982;JGBMCF_02001;JHCCBL_02628;JJIELG_02226;KFIHCG_02584;LJIIAA_03087;LKPDJB_02398;LNBAGD_02787;MHHDHD_02726;MMOFNP_01981;NBNIPB_02289;NCCLJD_01985;NJLMCP_02695;ODBCAF_02631;ODHHNB_02743;OIGEFE_01996;OOIKMG_02606;OPKPKN_02931;PDKMDO_02783
94	group_2450	gene_presence_absence	croR	Enterocin A immunity protein	7	50	0.1400	28	50	0.5600	Controls	-2.57	0.136116	0.0525433	0.352616	0.05254-0.3526	5.43e-07		12.1423	Panaroo/Bakta+GenBank		croR	group_2450 | HMPREF0351_RS12960 | none confidence	response regulator transcription factor CroR	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=20.33; coverage=4.80	HMPREF0351_RS12960	croR	response regulator transcription factor CroR	2680627..2681316	nucleotide_similarity	20.33	4.80	none	matched_representative_sequence=group_2450	AAEDFP_01749;AKJFEH_00292;BFAOAP_02205;BIDKHD_00551;BNFCCO_00966;BPDKHC_00349;CDPMCH_00634;CMNCGK_00493;DAGPJG_02128;DHOPGE_00593;DNAMMH_00790;DNHFDD_01847;EDPIJB_00542;EJLAKB_01769;FBIILI_00294;FOJCEI_00635;GJOFNM_02137;HBFAPG_00396;HKAALB_01064;IAFNHG_01901;IGDGNK_01446;IIIHAF_01365;IPIGJP_01932;JABKKB_00650;JAOBDG_00765;JFOMPD_01263;JJJGHN_00449;KAOGPO_00168;MBMNML_00803;MECBCD_00722
95	group_4272	gene_presence_absence	rpsR	30S ribosomal protein S18	20	50	0.4000	2	50	0.0400	Cases	2.78	13.0393	3.25117	52.2964	3.251-52.3	4.04e-06		12.0984	Panaroo/Bakta+GenBank		rpsR	group_4272 | HMPREF0351_RS00045 | none confidence	30S ribosomal protein S18	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=48.55; coverage=2.84	HMPREF0351_RS00045	rpsR	30S ribosomal protein S18	9872..10108	nucleotide_similarity	48.55	2.84	none	matched_representative_sequence=group_4272	BBAPLL_02716;BCEGCL_02701;CMDIKE_02786;DEFBHI_02833;DJAJGG_02768;DPGNPC_02873;EAHGHC_02725;EBMNDJ_02864;EMDJIL_02663;FAEPFC_02867;FNLDHP_02799;HLAPEO_02593;HMJOEN_02612;HOGLGD_02650;KFIHCG_02741;KFKELN_02765;LJIIAA_02935;LKPDJB_02355;LPODHN_02888;MHHDHD_02762;NJLMCP_02719;OPKPKN_02750
96	group_2753	gene_presence_absence	group_2753	PTS EIIA type-2 domain-containing protein	3	50	0.0600	23	50	0.4600	Controls	-2.6	0.0862262	0.0255273	0.291256	0.02553-0.2913	2.77e-06		12.0933	Panaroo/Bakta+GenBank		group_2753	group_2753 | HMPREF0351_RS05105 | none confidence	PTS sugar transporter subunit IIA	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=96.73; coverage=37.04	HMPREF0351_RS05105		PTS sugar transporter subunit IIA	1037363..1037821	nucleotide_similarity	96.73	37.04	none	matched_representative_sequence=group_2753	54_refound_794_pseudo;AAEDFP_02049;AKJFEH_02777;BIDKHD_02499;BJIIEG_01945;BJKGBB_02223;BNFCCO_02833;BOPMCK_02435;BPDKHC_02069;CDPMCH_02785;CMNCGK_02150;COMFNP_02313;DNAMMH_03100;EDPIJB_02670;EJLAKB_02422;FBIILI_02185;HBFAPG_02638;HLFPPN_02515;IIIHAF_02774;JABKKB_02593;JJJGHN_02734;LLNEMC_02657;MECBCD_02434;NPDFDF_02523;PEEHNF_02347;POKLJE_00715
97	group_2228	gene_presence_absence	uxuA	Mannonate dehydratase	9	50	0.1800	30	50	0.6000	Controls	-2.63	0.153861	0.062545	0.3785	0.06255-0.3785	4.25e-07		12.0719	Panaroo/Bakta+GenBank		uxuA	group_2228 | HMPREF0351_RS06980 | none confidence	mannonate dehydratase	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=68.33; coverage=2.13	HMPREF0351_RS06980	uxuA	mannonate dehydratase	complement(1435402..1436484)	nucleotide_similarity	68.33	2.13	none	matched_representative_sequence=group_2228	AAEDFP_02647;AKJFEH_00286;BFAOAP_02199;BIDKHD_00545;BNFCCO_00960;BPDKHC_00343;CDPMCH_00640;CMNCGK_00499;DAGPJG_02243;DEFBHI_01359;DHOPGE_02375;DNAMMH_00796;DNHFDD_02313;EDPIJB_00548;EJLAKB_01775;FBIILI_00288;FOJCEI_00629;GJOFNM_02344;HBFAPG_00402;HKAALB_01058;HMJOEN_01963;IAFNHG_01907;IGDGNK_01452;IIIHAF_02358;IPIGJP_01926;JABKKB_00644;JAOBDG_02539;JFOMPD_02519;JJJGHN_00443;KAOGPO_00175
98	group_1797	gene_presence_absence	group_1797	beta-N-acetylhexosaminidase	9	50	0.1800	30	50	0.6000	Controls	-2.63	0.153861	0.062545	0.3785	0.06255-0.3785	4.25e-07		12.0719	Panaroo/Bakta+GenBank		group_1797	group_1797 | HMPREF0351_RS15275 | none confidence	prealbumin-like fold domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=27.16; coverage=0.85	HMPREF0351_RS15275		prealbumin-like fold domain-containing protein	complement(1746232..1746747)	nucleotide_similarity	27.16	0.85	none	matched_representative_sequence=group_1797	AAEDFP_02870;AKJFEH_00281;BFAOAP_02194;BIDKHD_00540;BNFCCO_00955;BPDKHC_00338;CDPMCH_00645;CMNCGK_00504;DAGPJG_02238;DEFBHI_01354;DHOPGE_02380;DNAMMH_00801;DNHFDD_02318;EDPIJB_00553;EJLAKB_01780;FBIILI_00283;FOJCEI_00624;GJOFNM_02339;HBFAPG_00407;HKAALB_02257;HMJOEN_01968;IAFNHG_01912;IGDGNK_01457;IIIHAF_02353;IPIGJP_01921;JABKKB_00639;JAOBDG_02745;JFOMPD_02514;JJJGHN_00438;KAOGPO_00180
99	group_1632	gene_presence_absence	group_1632	Major facilitator superfamily (MFS) profile domain-containing protein;hypothetical protein	9	50	0.1800	30	50	0.6000	Controls	-2.63	0.153861	0.062545	0.3785	0.06255-0.3785	4.25e-07		12.0719	Panaroo/Bakta+GenBank		group_1632	group_1632 | HMPREF0351_RS07100 | none confidence	GlsB/YeaQ/YmgE family stress response membraneprotein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=16.67; coverage=1.16	HMPREF0351_RS07100		GlsB/YeaQ/YmgE family stress response membraneprotein	complement(1461988..1462230)	nucleotide_similarity	16.67	1.16	none	matched_representative_sequence=group_1632	49_refound_700_pseudo;AKJFEH_00283;BFAOAP_02196;BIDKHD_00542;BNFCCO_00957;BPDKHC_00340;CDPMCH_00643;CMNCGK_00502;DAGPJG_02240;DEFBHI_01356;DHOPGE_02378;DNAMMH_00799;DNHFDD_02316;EDPIJB_00551;EJLAKB_01778;FBIILI_00285;FOJCEI_00626;GJOFNM_02341;HBFAPG_00405;HKAALB_02259;HMJOEN_01966;IAFNHG_01910;IGDGNK_01455;IIIHAF_02355;IPIGJP_01923;JABKKB_00641;JAOBDG_02542;JFOMPD_02516;JJJGHN_00440;KAOGPO_00178
100	group_1361	gene_presence_absence	group_1361	HTH gntR-type domain-containing protein	9	50	0.1800	30	50	0.6000	Controls	-2.63	0.153861	0.062545	0.3785	0.06255-0.3785	4.25e-07		12.0719	Panaroo/Bakta+GenBank		group_1361	group_1361 | HMPREF0351_RS06990 | none confidence	GntR family transcriptional regulator	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=68.01; coverage=2.83	HMPREF0351_RS06990		GntR family transcriptional regulator	1438305..1438967	nucleotide_similarity	68.01	2.83	none	matched_representative_sequence=group_1361	AAEDFP_02947;AKJFEH_00288;BFAOAP_02201;BIDKHD_00547;BNFCCO_00962;BPDKHC_00345;CDPMCH_00638;CMNCGK_00497;DAGPJG_02245;DEFBHI_01361;DHOPGE_02373;DNAMMH_00794;DNHFDD_02311;EDPIJB_00546;EJLAKB_01773;FBIILI_00290;FOJCEI_00631;GJOFNM_02346;HBFAPG_00400;HKAALB_01060;HMJOEN_01961;IAFNHG_01905;IGDGNK_01450;IIIHAF_02360;IPIGJP_01928;JABKKB_00646;JAOBDG_02537;JFOMPD_01259;JJJGHN_00445;KAOGPO_00173
