rank	feature_id	feature_type	gene_name	product	case_present	case_total	case_frequency	control_present	control_total	control_frequency	enriched_in	beta	odds_ratio	odds_ratio_ci95_lower	odds_ratio_ci95_upper	odds_ratio_ci95	pyseer_pvalue	q_value	priority_score	annotation_source	notes	display_name	display_label	display_product	interpretation_note	annotation_evidence	reference_locus_tag	reference_gene	reference_product	reference_location	reference_match_type	reference_identity	reference_coverage	annotation_confidence	annotation_note	cluster_member_ids
76	group_631	gene_presence_absence	rpmH	50S ribosomal protein L34	29	50	0.5800	1	50	0.0200	Cases	11.5	45.2791	8.13352	252.067	8.134-252.1	3.83e-05		12.9176	Panaroo/Bakta+GenBank		rpmH	group_631 | A6739_RS00040 | none confidence	50S ribosomal protein L34	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=50.45; coverage=3.54	A6739_RS00040	rpmH	50S ribosomal protein L34	complement(5988..6122)	nucleotide_similarity	50.45	3.54	none	matched_representative_sequence=group_6311	ANGLGM_00722;ANNMME_04078;BIMHKD_04126;BKKCFL_02176;CLAKBE_02489;DEPLCM_04118;EKEFBI_02096;EMLMMI_02100;FAMOPM_02407;FDMKAG_03124;GAEFLF_02442;GEIJOK_02159;IILCLB_00049;JEJHBL_02364;JFJBEF_02886;JGKJBK_02544;JOLCOG_02486;KDMBIP_01866;LPJHGC_00925;MDFJDP_02479;MOFKMO_02612;NLLOAD_04119;NMFHKC_02401;NMOMMB_00967;OBKBPL_01886;OCKDLB_02431;OMJNPG_03646;OOAOIA_02106;PDKMKB_01699;PPMPJI_02431
77	group_1533	gene_presence_absence	dnaN	Broad specificity amino-acid racemase	0	50	0.0000	14	50	0.2800	Controls	-4.47	0.0249232	0.00143991	0.431393	0.00144-0.4314	2.68e-05		12.8982	Panaroo/Bakta+GenBank		dnaN	group_1533 | A6739_RS00050 | none confidence	DNA polymerase III subunit beta	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.63; coverage=0.85	A6739_RS00050	dnaN	DNA polymerase III subunit beta	8288..9436	nucleotide_similarity	30.63	0.85	none	matched_representative_sequence=group_1533	AEPHHL_00477;AGNLLF_00726;AOBNGK_02639;EAFGGO_00503;EOONHM_02183;GLGIIC_00840;GMMHOP_00635;JBKHKM_02260;LNGIEH_00793;MOFLDA_01567;NGKKDC_00082;OBMFOM_02288;OLJICN_02570;OMJIED_03670
78	group_1879	gene_presence_absence	dnaN	Lipoprotein	0	50	0.0000	15	50	0.3000	Controls	-4.38	0.0226765	0.00131336	0.391533	0.001313-0.3915	3.97e-05		12.8639	Panaroo/Bakta+GenBank		dnaN	group_1879 | A6739_RS00050 | none confidence	DNA polymerase III subunit beta	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=38.81; coverage=1.06	A6739_RS00050	dnaN	DNA polymerase III subunit beta	8288..9436	nucleotide_similarity	38.81	1.06	none	matched_representative_sequence=group_1879	AEPHHL_03503;AGNLLF_03416;BDOIEG_02298;CMDNKJ_03743;DLCDOA_03511;EOONHM_00526;GLGIIC_03474;GMMHOP_01266;JBKHKM_02003;KNPJLO_01006;LNGIEH_03284;MOFLDA_02720;NGKKDC_03494;OBMFOM_02031;OLJICN_03370
79	group_2662	gene_presence_absence	group_2662	Lysozyme	0	50	0.0000	15	50	0.3000	Controls	-4.99	0.0226765	0.00131336	0.391533	0.001313-0.3915	4.35e-05		12.8242	Panaroo/Bakta+GenBank		group_2662	group_2662 | A6739_RS00105 | none confidence	anhydro-N-acetylmuramic acid kinase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=36.45; coverage=1.97	A6739_RS00105		anhydro-N-acetylmuramic acid kinase	complement(21668..22795)	nucleotide_similarity	36.45	1.97	none	matched_representative_sequence=group_2662	AEAJCM_03646;AEPHHL_01044;APKFKK_03567;BCAJEO_03632;EAFGGO_00644;GPCEGG_03547;HIOOEO_03560;KAIBOE_03875;NGKKDC_00594;NKDDBA_03557;OIJAEJ_03497;OLJICN_00037;OMAPCN_03587;PAJDEF_03558;PDBBOI_03534
80	group_2500	gene_presence_absence	rnpA	Holin	0	50	0.0000	15	50	0.3000	Controls	-4.99	0.0226765	0.00131336	0.391533	0.001313-0.3915	4.35e-05		12.8242	Panaroo/Bakta+GenBank		rnpA	group_2500 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=43.86; coverage=3.09	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	43.86	3.09	none	matched_representative_sequence=group_2500	AEAJCM_01184;AEPHHL_01043;APKFKK_03711;BCAJEO_01490;EAFGGO_00645;GPCEGG_01287;HIOOEO_03706;KAIBOE_03876;NGKKDC_00595;NKDDBA_03696;OIJAEJ_03686;OLJICN_00038;OMAPCN_01302;PAJDEF_03703;PDBBOI_03703
81	group_899	gene_presence_absence	yidD	membrane protein insertion efficiency factorYidD	0	50	0.0000	7	50	0.1400	Controls	-5.32	0.0574257	0.00318726	1.03466	0.003187-1.035	2.21e-06		12.7778	Panaroo/Bakta+GenBank		yidD	group_899 | A6739_RS00030 | none confidence	membrane protein insertion efficiency factorYidD	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=43.41; coverage=1.77	A6739_RS00030	yidD	membrane protein insertion efficiency factorYidD	complement(5235..5555)	nucleotide_similarity	43.41	1.77	none	matched_representative_sequence=group_899	AEPHHL_02069;AGNLLF_02683;DLCDOA_02797;KAIBOE_03974;NGKKDC_02374;NJCICH_03029;OLJICN_02124
82	group_1318	gene_presence_absence	rnpA	CXXC-20-CXXC protein;hypothetical protein	49	50	0.9800	12	50	0.2400	Cases	4.55	101.64	17.7471	582.107	17.75-582.1	0.000789		12.7702	Panaroo/Bakta+GenBank		rnpA	group_1318 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=40.99; coverage=2.38	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	40.99	2.38	none	matched_representative_sequence=group_1318	AHMIAP_01933;AIGIAA_01635;ANGLGM_03712;ANNMME_02346;BIMHKD_02912;BKKCFL_03424;CHLMLA_01656;CLAKBE_03644;CNACEH_03753;COHMLF_03206;DEPLCM_02975;DHMCKF_02810;DLCDOA_03168;EDMCBA_01957;EKEFBI_00651;EKJIGM_01736;EMLMMI_00651;ENEAAA_01921;FAMOPM_03322;FDMKAG_00544;FEECBJ_01470;FKBKHM_03029;FNOCKN_01851;GAEFLF_03550;GEIJOK_00539;GGMMDJ_02753;GJMGGM_01791;GMFAHH_01749;HENMEN_01626;HKLMOD_01987
83	group_1051	gene_presence_absence	group_1051	metal/formaldehyde-sensitive transcriptionalrepressor	0	50	0.0000	14	50	0.2800	Controls	-4.38	0.0249232	0.00143991	0.431393	0.00144-0.4314	3.97e-05		12.7276	Panaroo/Bakta+GenBank		group_1051	group_1051 | A6739_RS00015 | none confidence	metal/formaldehyde-sensitive transcriptionalrepressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=42.25; coverage=4.37	A6739_RS00015		metal/formaldehyde-sensitive transcriptionalrepressor	1713..1976	nucleotide_similarity	42.25	4.37	none	matched_representative_sequence=group_1051	AEPHHL_03502;AGNLLF_03417;BDOIEG_02299;DLCDOA_03510;EOONHM_00525;GLGIIC_03475;GMMHOP_01265;JBKHKM_02004;KNPJLO_01005;LNGIEH_03285;MOFLDA_02721;NGKKDC_03493;OBMFOM_02032;OLJICN_03371
84	group_7298	gene_presence_absence	group_7298	SMI1/KNR4 family protein	0	50	0.0000	7	50	0.1400	Controls	-5.35	0.0574257	0.00318726	1.03466	0.003187-1.035	2.49e-06		12.7260	Panaroo/Bakta+GenBank		group_7298	group_7298 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.09; coverage=2.10	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	34.09	2.10	none	matched_representative_sequence=group_7298	AEPHHL_02067;AGNLLF_02681;DLCDOA_02799;KAIBOE_03976;NANECH_03174;NGKKDC_02376;OLJICN_02122
85	group_2934	gene_presence_absence	erpA	Histidine phosphatase family protein;hypothetical protein	0	50	0.0000	8	50	0.1600	Controls	-5.33	0.049505	0.00277547	0.883	0.002775-0.883	4.27e-06		12.7059	Panaroo/Bakta+GenBank		erpA	group_2934 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.24; coverage=1.72	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	32.24	1.72	none	matched_representative_sequence=group_2934	AEPHHL_00496;AGNLLF_00707;CMDNKJ_01237;GLGIIC_00862;KAIBOE_03970;LAEAMC_01447;LAEAMC_01448;NGKKDC_00063;OLJICN_02589
86	group_6496	gene_presence_absence	group_6496	3-methyladenine DNA glycosylase	28	50	0.5600	0	50	0.0000	Cases	9.83	127.933	7.47564	2189.37	7.476-2189	0.00198		12.7026	Panaroo/Bakta+GenBank		group_6496	group_6496 | A6739_RS00015 | none confidence	metal/formaldehyde-sensitive transcriptionalrepressor	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=43.31; coverage=7.48	A6739_RS00015		metal/formaldehyde-sensitive transcriptionalrepressor	1713..1976	nucleotide_similarity	43.31	7.48	none	matched_representative_sequence=group_6496	ANNMME_01533;BIMHKD_02096;BKKCFL_01607;CLAKBE_01927;DEPLCM_02209;EKEFBI_01168;EMLMMI_00735;FDMKAG_00460;GAEFLF_01930;GEIJOK_00623;IILCLB_02218;JEJHBL_00623;JFJBEF_02543;JGKJBK_01634;JOLCOG_00059;KDMBIP_01002;LPJHGC_01921;MDFJDP_01740;MOFKMO_00059;NLLOAD_02130;NMFHKC_00461;NMOMMB_01979;OBKBPL_00433;OCKDLB_00623;OMJNPG_02122;OOAOIA_00461;PDKMKB_00461;PPMPJI_01168
87	group_4996	gene_presence_absence	group_4996	alpha/beta fold hydrolase	28	50	0.5600	0	50	0.0000	Cases	9.83	127.933	7.47564	2189.37	7.476-2189	0.00198		12.7026	Panaroo/Bakta+GenBank		group_4996	group_4996 | A6739_RS00100 | none confidence	alpha/beta fold hydrolase	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=30.37; coverage=2.55	A6739_RS00100		alpha/beta fold hydrolase	complement(20695..21540)	nucleotide_similarity	30.37	2.55	none	matched_representative_sequence=group_4996	ANNMME_01534;BIMHKD_02095;BKKCFL_01608;CLAKBE_01926;DEPLCM_02208;EKEFBI_01167;EMLMMI_00736;FDMKAG_00459;GAEFLF_01929;GEIJOK_00624;IILCLB_02217;JEJHBL_00624;JFJBEF_02542;JGKJBK_01633;JOLCOG_00060;KDMBIP_01003;LPJHGC_01920;MDFJDP_01739;MOFKMO_00060;NLLOAD_02131;NMFHKC_00460;NMOMMB_01978;OBKBPL_00432;OCKDLB_00624;OMJNPG_02123;OOAOIA_00460;PDKMKB_00460;PPMPJI_01167
88	group_4961	gene_presence_absence	group_4961	VTT domain-containing protein	0	50	0.0000	14	50	0.2800	Controls	-4.99	0.0249232	0.00143991	0.431393	0.00144-0.4314	4.34e-05		12.6889	Panaroo/Bakta+GenBank		group_4961	group_4961 | A6739_RS00070 | none confidence	VTT domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=34.49; coverage=2.08	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	34.49	2.08	none	matched_representative_sequence=group_4961	AEAJCM_02191;AEPHHL_00986;APKFKK_02275;BCAJEO_02319;GPCEGG_02121;HIOOEO_02180;KAIBOE_03840;NGKKDC_00653;NKDDBA_02179;OIJAEJ_02150;OLJICN_00095;OMAPCN_02166;PAJDEF_02180;PDBBOI_02202
89	group_4195	gene_presence_absence	group_4195	DUF1828 domain-containing protein	0	50	0.0000	14	50	0.2800	Controls	-4.99	0.0249232	0.00143991	0.431393	0.00144-0.4314	4.34e-05		12.6889	Panaroo/Bakta+GenBank		group_4195	group_4195 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=41.28; coverage=1.38	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	41.28	1.38	none	matched_representative_sequence=group_4195	AEAJCM_02190;AEPHHL_00985;APKFKK_02274;BCAJEO_02318;GPCEGG_02120;HIOOEO_02179;KAIBOE_03841;NGKKDC_00654;NKDDBA_02178;OIJAEJ_02149;OLJICN_00096;OMAPCN_02165;PAJDEF_02179;PDBBOI_02203
90	group_534	gene_presence_absence	rnpA	Rha family phage regulatory protein	0	50	0.0000	14	50	0.2800	Controls	-4.99	0.0249232	0.00143991	0.431393	0.00144-0.4314	4.34e-05		12.6889	Panaroo/Bakta+GenBank		rnpA	group_534 | A6739_RS00035 | none confidence	ribonuclease P protein component	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=41.63; coverage=3.08	A6739_RS00035	rnpA	ribonuclease P protein component	complement(5566..5958)	nucleotide_similarity	41.63	3.08	none	matched_representative_sequence=group_5340	AEAJCM_02227;AEPHHL_01025;APKFKK_02311;BCAJEO_02355;GPCEGG_02157;HIOOEO_02216;KAIBOE_03670;NGKKDC_00613;NKDDBA_02215;OIJAEJ_02186;OLJICN_00056;OMAPCN_02202;PAJDEF_02216;PDBBOI_02166
91	group_5837	gene_presence_absence	erpA	DUF1330 domain-containing protein	49	50	0.9800	23	50	0.4600	Cases	3.8	38.617	6.94841	214.621	6.948-214.6	3.98e-05		12.6713	Panaroo/Bakta+GenBank		erpA	group_5837 | A6739_RS00095 | none confidence	iron-sulfur cluster insertion protein ErpA	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=42.19; coverage=3.16	A6739_RS00095	erpA	iron-sulfur cluster insertion protein ErpA	20304..20639	nucleotide_similarity	42.19	3.16	none	matched_representative_sequence=group_5837	ACIDLP_01022;AHMIAP_01617;AIGIAA_02142;AMBHCN_01770;ANGLGM_02087;ANNMME_01544;BDOIEG_00467;BIMHKD_02085;BKKCFL_01618;CHLMLA_00520;CLAKBE_01916;COHMLF_02801;DEPLCM_02198;DHMCKF_01887;DLCDOA_03159;DPCGGD_01475;EAFGGO_00518;EDMCBA_00519;EKEFBI_01158;EKJIGM_01433;EMLMMI_00745;ENEAAA_01376;FDMKAG_00450;FEECBJ_01365;FKBKHM_01726;FNOCKN_00879;GAEFLF_01919;GEIJOK_00633;GGMMDJ_01901;GJMGGM_01083
92	group_1478	gene_presence_absence	group_1478	N-acetyltransferase domain-containing protein	0	50	0.0000	11	50	0.2200	Controls	-4.58	0.0340077	0.00194385	0.594968	0.001944-0.595	1.62e-05		12.6685	Panaroo/Bakta+GenBank		group_1478	group_1478 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=45.86; coverage=1.64	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	45.86	1.64	none	matched_representative_sequence=group_1478	AEPHHL_00703;AGNLLF_00145;CMDNKJ_00649;CNACEH_01764;DLCDOA_00641;FEECBJ_00689;JMGEHL_01849;NADHLL_02036;NGKKDC_00936;OLJICN_00378;OMJIED_01613
93	group_6829	gene_presence_absence	recF	hypothetical protein;Oxidoreductase	49	50	0.9800	18	50	0.3600	Cases	3.06	57.973	10.3625	324.329	10.36-324.3	0.000178		12.6069	Panaroo/Bakta+GenBank		recF	group_6829 | A6739_RS00055 | none confidence	DNA replication/repair protein RecF	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=30.93; coverage=0.80	A6739_RS00055	recF	DNA replication/repair protein RecF	9451..10533	nucleotide_similarity	30.93	0.80	none	matched_representative_sequence=group_6829	ACIDLP_01589;AHMIAP_00144;AIGIAA_02998;AMBHCN_02053;ANGLGM_00296;ANNMME_03924;BDOIEG_00019;BIMHKD_00732;BKKCFL_03217;CHLMLA_02845;CLAKBE_03289;COHMLF_00337;DEPLCM_00778;DHMCKF_00236;DPCGGD_01902;EDMCBA_02940;EKEFBI_02777;EKJIGM_03336;EMLMMI_02990;ENEAAA_02991;EOONHM_00479;FAMOPM_03059;FDMKAG_03591;FKBKHM_03103;FNOCKN_03143;GAEFLF_03243;GEIJOK_03594;GGMMDJ_03063;GJMGGM_03197;GMFAHH_02975
94	group_1966	gene_presence_absence	group_1966	AB hydrolase-1 domain-containing protein	49	50	0.9800	18	50	0.3600	Cases	3.06	57.973	10.3625	324.329	10.36-324.3	0.000178		12.6069	Panaroo/Bakta+GenBank		group_1966	group_1966 | A6739_RS00005 | none confidence	DsbC family protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=38.80; coverage=1.20	A6739_RS00005		DsbC family protein	complement(<1..585)	nucleotide_similarity	38.80	1.20	none	matched_representative_sequence=group_1966	ACIDLP_01584;AHMIAP_00149;AIGIAA_02993;AMBHCN_02048;ANGLGM_00299;ANNMME_03927;BDOIEG_00016;BIMHKD_00735;BKKCFL_03220;CHLMLA_02850;CLAKBE_03286;COHMLF_00342;DEPLCM_00775;DHMCKF_00231;DPCGGD_01907;EDMCBA_02935;EKEFBI_02780;EKJIGM_03331;EMLMMI_02987;ENEAAA_02986;EOONHM_00483;FAMOPM_03056;FDMKAG_03594;FKBKHM_03108;FNOCKN_03148;GAEFLF_03240;GEIJOK_03597;GGMMDJ_03068;GJMGGM_03192;GMFAHH_02970
95	group_926	gene_presence_absence	dmeF	hypothetical protein;DUF4386 domain-containing protein	49	50	0.9800	18	50	0.3600	Cases	3.06	57.973	10.3625	324.329	10.36-324.3	0.000178		12.6069	Panaroo/Bakta+GenBank		dmeF	group_926 | A6739_RS00010 | none confidence	CDF family Co(II)/Ni(II) efflux transporterDmeF	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.08; coverage=1.45	A6739_RS00010	dmeF	CDF family Co(II)/Ni(II) efflux transporterDmeF	complement(681..1655)	nucleotide_similarity	35.08	1.45	none	matched_representative_sequence=group_926	ACIDLP_01590;AHMIAP_00143;AIGIAA_02999;AMBHCN_02054;ANGLGM_00295;ANNMME_03923;BDOIEG_00020;BIMHKD_00731;BKKCFL_03216;CHLMLA_02844;CLAKBE_03290;COHMLF_00336;DEPLCM_00779;DHMCKF_00237;DPCGGD_01901;EDMCBA_02941;EKEFBI_02776;EKJIGM_03337;EMLMMI_02991;ENEAAA_02992;EOONHM_00478;FAMOPM_03060;FDMKAG_03590;FKBKHM_03102;FNOCKN_03142;GAEFLF_03244;GEIJOK_03593;GGMMDJ_03062;GJMGGM_03198;GMFAHH_02976
96	group_850	gene_presence_absence	yidC	Transporter;hypothetical protein	49	50	0.9800	18	50	0.3600	Cases	3.06	57.973	10.3625	324.329	10.36-324.3	0.000178		12.6069	Panaroo/Bakta+GenBank		yidC	group_850 | A6739_RS00025 | none confidence	membrane protein insertase YidC	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=32.31; coverage=0.87	A6739_RS00025	yidC	membrane protein insertase YidC	complement(3469..5229)	nucleotide_similarity	32.31	0.87	none	matched_representative_sequence=group_850	ACIDLP_01591;AHMIAP_00142;AIGIAA_03000;AMBHCN_02055;ANGLGM_00294;ANNMME_03922;BDOIEG_00021;BIMHKD_00730;BKKCFL_03215;CHLMLA_02843;CLAKBE_03291;COHMLF_00335;DEPLCM_00780;DHMCKF_00238;DPCGGD_01900;EDMCBA_02942;EKEFBI_02775;EKJIGM_03338;EMLMMI_02992;ENEAAA_02993;EOONHM_00477;FAMOPM_03061;FDMKAG_03589;FKBKHM_03101;FNOCKN_03141;GAEFLF_03245;GEIJOK_03592;GGMMDJ_03061;GJMGGM_03199;GMFAHH_02977
97	group_1711	gene_presence_absence	group_1711	ATP-binding protein	49	50	0.9800	23	50	0.4600	Cases	3.21	38.617	6.94841	214.621	6.948-214.6	5.02e-05		12.5705	Panaroo/Bakta+GenBank		group_1711	group_1711 | A6739_RS00070 | none confidence	VTT domain-containing protein	No confident reference gene assignment; report the stable Panaroo cluster ID.	identity=31.02; coverage=1.04	A6739_RS00070		VTT domain-containing protein	complement(13570..14127)	nucleotide_similarity	31.02	1.04	none	matched_representative_sequence=group_1711	AEAJCM_03097;AHMIAP_03445;AIGIAA_02537;ANGLGM_02920;ANNMME_03166;AOBNGK_02367;APKFKK_03095;BCAJEO_03172;BIMHKD_02306;BKKCFL_02290;CHLMLA_02274;CLAKBE_02724;CMDNKJ_02051;COHMLF_01832;DEPLCM_02420;DHMCKF_03075;EDMCBA_03092;EKEFBI_01649;EMLMMI_02048;ENEAAA_03319;FAMOPM_02465;FDMKAG_02321;FKBKHM_01869;FNOCKN_02589;GAEFLF_02445;GEIJOK_02626;GGMMDJ_03144;GJMGGM_02575;GLGIIC_02668;GLMFPI_03226
98	group_7248	gene_presence_absence	tyrS	Porin domain-containing protein	49	50	0.9800	24	50	0.4800	Cases	3.8	35.6939	6.42507	198.294	6.425-198.3	4.05e-05		12.5501	Panaroo/Bakta+GenBank		tyrS	group_7248 | A6739_RS00110 | none confidence	tyrosine--tRNA ligaseCONTIG      join(CZWC01000001.1:1..24345)	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=29.38; coverage=1.20	A6739_RS00110	tyrS	tyrosine--tRNA ligaseCONTIG      join(CZWC01000001.1:1..24345)	22857..24089	nucleotide_similarity	29.38	1.20	none	matched_representative_sequence=group_7248	ACIDLP_01014;AHMIAP_01625;AIGIAA_02150;AMBHCN_01778;ANGLGM_02079;ANNMME_01552;AOBNGK_02632;BDOIEG_00459;BIMHKD_02077;BKKCFL_01626;CHLMLA_00512;CLAKBE_01908;COHMLF_02809;DEPLCM_02190;DHMCKF_01895;DLCDOA_03151;DPCGGD_01483;EAFGGO_00510;EDMCBA_00511;EKEFBI_01150;EKJIGM_01425;EMLMMI_00753;ENEAAA_01384;FDMKAG_00442;FEECBJ_01357;FKBKHM_01718;FNOCKN_00887;GAEFLF_01911;GEIJOK_00641;GGMMDJ_01909
99	group_6849	gene_presence_absence	mnmE	hypothetical protein;(E)-2-((N-methylformamido)methylene)succinate hydrolase	49	50	0.9800	24	50	0.4800	Cases	3.8	35.6939	6.42507	198.294	6.425-198.3	4.05e-05		12.5501	Panaroo/Bakta+GenBank		mnmE	group_6849 | A6739_RS00020 | none confidence	tRNA uridine-5-carboxymethylaminomethyl(34)synthesis GTPase MnmE	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=35.10; coverage=1.39	A6739_RS00020	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34)synthesis GTPase MnmE	complement(2023..3378)	nucleotide_similarity	35.10	1.39	none	matched_representative_sequence=group_6849	ACIDLP_01019;AHMIAP_01620;AIGIAA_02145;AMBHCN_01773;ANGLGM_02084;ANNMME_01547;AOBNGK_02627;BDOIEG_00464;BIMHKD_02082;BKKCFL_01621;CHLMLA_00517;CLAKBE_01913;COHMLF_02804;DEPLCM_02195;DHMCKF_01890;DLCDOA_03156;DPCGGD_01478;EAFGGO_00515;EDMCBA_00516;EKEFBI_01155;EKJIGM_01430;EMLMMI_00748;ENEAAA_01379;FDMKAG_00447;FEECBJ_01362;FKBKHM_01723;FNOCKN_00882;GAEFLF_01916;GEIJOK_00636;GGMMDJ_01904
100	group_4941	gene_presence_absence	tyrS	NCS1 nucleoside transporter	49	50	0.9800	24	50	0.4800	Cases	3.8	35.6939	6.42507	198.294	6.425-198.3	4.05e-05		12.5501	Panaroo/Bakta+GenBank		tyrS	group_4941 | A6739_RS00110 | none confidence	tyrosine--tRNA ligaseCONTIG      join(CZWC01000001.1:1..24345)	Displayed from Panaroo/Bakta annotation; no stronger GenBank rescue available.	identity=31.97; coverage=0.85	A6739_RS00110	tyrS	tyrosine--tRNA ligaseCONTIG      join(CZWC01000001.1:1..24345)	22857..24089	nucleotide_similarity	31.97	0.85	none	matched_representative_sequence=group_4941	ACIDLP_01015;AHMIAP_01624;AIGIAA_02149;AMBHCN_01777;ANGLGM_02080;ANNMME_01551;AOBNGK_02631;BDOIEG_00460;BIMHKD_02078;BKKCFL_01625;CHLMLA_00513;CLAKBE_01909;COHMLF_02808;DEPLCM_02191;DHMCKF_01894;DLCDOA_03152;DPCGGD_01482;EAFGGO_00511;EDMCBA_00512;EKEFBI_01151;EKJIGM_01426;EMLMMI_00752;ENEAAA_01383;FDMKAG_00443;FEECBJ_01358;FKBKHM_01719;FNOCKN_00886;GAEFLF_01912;GEIJOK_00640;GGMMDJ_01908
